Date-Time,Date ∇,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
2023-12-05 09:00:00,05/12/2023,09Z,25.2,77%,1011.5 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),-,-,Overcast
2023-12-05 12:00:00,05/12/2023,12Z,23.7,95%,1012.2 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),26.0,-,"Overcast, mist"
2023-12-05 15:00:00,05/12/2023,15Z,23.4,86%,1014.2 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),-,-,"Overcast, mist"
2023-12-05 18:00:00,05/12/2023,18Z,23.5,85%,1013.8 Hpa,60º (NE),3.6,7/8,4/8 SC,AS,-,Tr(24h),-,-,Cloudy
2023-12-05 21:00:00,05/12/2023,21Z,22.7,90%,1013.3 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),-,-,Overcast
2023-12-06 00:00:00,06/12/2023,00Z,22.6,90%,1013.2 Hpa,30º (NE),3.6,8/8,4/8 SC,AS,,Tr(24h),-,-,Overcast
2023-12-06 03:00:00,06/12/2023,03Z,23.6,85%,1015.5 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),-,22.4,Overcast
2023-12-06 06:00:00,06/12/2023,06Z,25.0,73%,1013.9 Hpa,0º (N),0.0,8/8,5/8 ST,AS,,Tr(24h),-,-,"Overcast, rain, continuous"
2023-12-06 09:00:00,06/12/2023,09Z,24.5,86%,1012.1 Hpa,90º (E),3.6,8/8,4/8 SC,AS,,0.2(24h),-,-,"Overcast, rain"
2023-12-06 12:00:00,06/12/2023,12Z,24.0,78%,1012.7 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,0.2(24h),26.0,-,Overcast
2023-12-06 15:00:00,06/12/2023,15Z,23.4,81%,1014.9 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,0.2(24h),-,-,Overcast
2023-12-06 18:00:00,06/12/2023,18Z,23.3,81%,1014.2 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,0.2(24h),-,-,Overcast
2023-12-06 21:00:00,06/12/2023,21Z,22.7,90%,1014.0 Hpa,0º (N),0.0,8/8,5/8 ST,AS,,0.2(24h),-,-,Overcast
2023-12-07 00:00:00,07/12/2023,00Z,20.6,90%,1013.0 Hpa,360º (N),5.4,8/8,5/8 ST,AS,,0.2(24h),-,-,Overcast
2023-12-07 03:00:00,07/12/2023,03Z,19.9,94%,1015.6 Hpa,60º (NE),3.6,8/8,5/8 ST,AS,,4.6(24h),-,20.2,"Overcast, rain, continuous"
2023-12-07 06:00:00,07/12/2023,06Z,20.5,96%,1012.7 Hpa,70º (E),3.6,8/8,5/8 ST,AS,,8.4(24h),-,-,"Overcast, rain, continuous"
2023-12-07 09:00:00,07/12/2023,09Z,21.0,94%,1010.2 Hpa,60º (NE),5.4,8/8,5/8 ST,AS,,13.9(24h),-,-,"Overcast, rain, continuous"
2023-12-07 12:00:00,07/12/2023,12Z,21.0,100%,1010.7 Hpa,0º (N),0.0,8/8,5/8 ST,AS,,29.1(24h),21.5,-,Overcast
2023-12-07 15:00:00,07/12/2023,15Z,21.5,96%,1012.4 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,32.1(24h),-,-,Overcast
2023-12-07 18:00:00,07/12/2023,18Z,21.5,96%,1011.3 Hpa,0º (N),0.0,8/8,5/8 ST,AS,,33.1(24h),-,-,"Overcast, rain"
2023-12-07 21:00:00,07/12/2023,21Z,21.5,96%,1010.5 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,33.1(24h),-,-,Overcast
2023-12-08 00:00:00,08/12/2023,00Z,21.8,95%,1010.2 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,30.9(24h),-,-,Overcast
2023-12-08 03:00:00,08/12/2023,03Z,22.6,96%,1012.6 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,28.7(24h),-,20.0,Overcast
2023-12-08 06:00:00,08/12/2023,06Z,23.5,85%,1011.3 Hpa,300º (NW),3.6,7/8,4/8 SC,AS,-,24.9(24h),-,-,Cloudy
2023-12-08 09:00:00,08/12/2023,09Z,23.0,88%,1009.8 Hpa,300º (NW),5.4,8/8,5/8 ST,AS,,19.2(24h),-,-,"Overcast, rain, continuous"
2023-12-08 12:00:00,08/12/2023,12Z,22.0,88%,1010.6 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,4.0(24h),24.3,-,Overcast
2023-12-08 15:00:00,08/12/2023,15Z,21.9,88%,1012.6 Hpa,300º (NW),3.6,7/8,4/8 SC,AS,-,1.0(24h),-,-,Cloudy
2023-12-08 18:00:00,08/12/2023,18Z,21.4,86%,1013.9 Hpa,320º (NW),3.6,7/8,4/8 SC,AS,-,Tr(24h),-,-,Cloudy
2023-12-08 21:00:00,08/12/2023,21Z,20.0,93%,1012.6 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),-,-,Overcast
2023-12-09 00:00:00,09/12/2023,00Z,20.0,93%,1013.0 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,Tr(24h),-,-,Overcast
2023-12-09 03:00:00,09/12/2023,03Z,22.5,91%,1015.2 Hpa,0º (N),0.0,0/8,-,-,-,Tr(24h),-,19.5,Clear
2023-12-09 06:00:00,09/12/2023,06Z,25.0,65%,1014.2 Hpa,270º (W),3.6,3/8,3/8 SC,-,-,Tr(24h),-,-,Scattered clouds
2023-12-09 12:00:00,09/12/2023,12Z,23.0,83%,1012.3 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,26.5,-,Scattered clouds
2023-12-09 15:00:00,09/12/2023,15Z,21.4,86%,1012.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-09 18:00:00,09/12/2023,18Z,19.7,95%,1012.1 Hpa,0º (N),0.0,4/8,1/8 SC,AS,-,-,-,-,Scattered clouds
2023-12-09 21:00:00,09/12/2023,21Z,19.5,96%,1011.8 Hpa,0º (N),0.0,5/8,2/8 SC,AS,-,-,-,-,Cloudy
2023-12-10 00:00:00,10/12/2023,00Z,18.5,96%,1012.3 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,-,-,-,Overcast
2023-12-10 03:00:00,10/12/2023,03Z,19.6,90%,1014.7 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,-,-,18.0,"Overcast, mist"
2023-12-10 06:00:00,10/12/2023,06Z,23.0,73%,1013.1 Hpa,0º (N),0.0,6/8,2/8 SC,AS,-,-,-,-,"Cloudy, mist"
2023-12-10 09:00:00,10/12/2023,09Z,24.0,69%,1011.2 Hpa,0º (N),0.0,6/8,3/8 SC,AS,-,-,-,-,"Cloudy, mist"
2023-12-10 12:00:00,10/12/2023,12Z,20.8,89%,1011.9 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,-,25.4,-,Overcast
2023-12-10 15:00:00,10/12/2023,15Z,18.0,93%,1013.7 Hpa,0º (N),0.0,5/8,2/8 SC,AS,-,-,-,-,Cloudy
2023-12-10 18:00:00,10/12/2023,18Z,17.0,100%,1013.4 Hpa,0º (N),0.0,5/8,2/8 SC,AS,-,-,-,-,"Cloudy, mist"
2023-12-10 21:00:00,10/12/2023,21Z,17.0,100%,1013.3 Hpa,0º (N),0.0,4/8,2/8 SC,AS,-,-,-,-,"Scattered clouds, mist"
2023-12-11 00:00:00,11/12/2023,00Z,17.0,100%,1013.3 Hpa,0º (N),0.0,4/8,2/8 SC,AS,-,-,-,-,"Scattered clouds, fog"
2023-12-11 03:00:00,11/12/2023,03Z,17.6,99%,1015.6 Hpa,340º (N),1.8,8/8,3/8 SC,AS,,-,-,16.0,"Overcast, fog"
2023-12-11 06:00:00,11/12/2023,06Z,23.6,70%,1014.4 Hpa,0º (N),0.0,5/8,3/8 SC,AS,-,-,-,-,"Cloudy, mist"
2023-12-11 09:00:00,11/12/2023,09Z,25.3,46%,1011.8 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, mist"
2023-12-11 12:00:00,11/12/2023,12Z,21.2,82%,1011.8 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,26.2,-,"Few clouds, mist"
2023-12-11 15:00:00,11/12/2023,15Z,19.0,93%,1013.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-11 18:00:00,11/12/2023,18Z,18.2,98%,1013.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-11 21:00:00,11/12/2023,21Z,18.0,100%,1011.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-12 00:00:00,12/12/2023,00Z,17.8,100%,1011.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-12 03:00:00,12/12/2023,03Z,18.0,100%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,19.3,"Clear, mist"
2023-12-12 06:00:00,12/12/2023,06Z,23.0,69%,1012.4 Hpa,260º (W),3.6,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, mist"
2023-12-12 09:00:00,12/12/2023,09Z,24.0,64%,1010.2 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, mist"
2023-12-12 12:00:00,12/12/2023,12Z,20.5,85%,1010.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,24.5,-,"Few clouds, mist"
2023-12-12 15:00:00,12/12/2023,15Z,18.0,93%,1013.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-12 18:00:00,12/12/2023,18Z,17.4,98%,1013.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-12 21:00:00,12/12/2023,21Z,17.0,99%,1012.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-13 00:00:00,13/12/2023,00Z,16.6,99%,1012.9 Hpa,calm.,,,,,,-,-,-,fog
2023-12-13 03:00:00,13/12/2023,03Z,16.6,100%,1015.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,15.9,"Clear, fog"
2023-12-13 06:00:00,13/12/2023,06Z,19.1,99%,1014.5 Hpa,calm.,,,,,,-,-,-,fog
2023-12-13 09:00:00,13/12/2023,09Z,24.0,64%,1011.7 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,"Few clouds, mist"
2023-12-13 15:00:00,13/12/2023,15Z,17.8,95%,1014.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-13 18:00:00,13/12/2023,18Z,15.0,100%,1015.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-13 21:00:00,13/12/2023,21Z,14.0,100%,1015.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-14 00:00:00,14/12/2023,00Z,13.5,100%,1015.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-14 03:00:00,14/12/2023,03Z,17.4,91%,1018.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,12.5,"Clear, mist"
2023-12-14 06:00:00,14/12/2023,06Z,24.6,39%,1017.0 Hpa,30º (NE),1.8,0/8,-,-,-,-,-,-,Clear
2023-12-14 09:00:00,14/12/2023,09Z,26.0,36%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-14 12:00:00,14/12/2023,12Z,20.0,64%,1014.4 Hpa,0º (N),0.0,3/8,-,-,CI,-,26.2,-,"Scattered clouds, mist"
2023-12-14 15:00:00,14/12/2023,15Z,17.4,80%,1016.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-14 18:00:00,14/12/2023,18Z,15.1,93%,1017.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-14 21:00:00,14/12/2023,21Z,14.0,100%,1016.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-15 00:00:00,15/12/2023,00Z,13.0,100%,1016.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-15 03:00:00,15/12/2023,03Z,17.0,93%,1017.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,12.5,"Clear, mist"
2023-12-15 06:00:00,15/12/2023,06Z,24.5,48%,1016.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-15 09:00:00,15/12/2023,09Z,25.0,57%,1014.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-15 12:00:00,15/12/2023,12Z,20.0,77%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,26.0,-,Clear
2023-12-15 15:00:00,15/12/2023,15Z,16.5,96%,1015.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-15 18:00:00,15/12/2023,18Z,14.9,94%,1014.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-15 21:00:00,15/12/2023,21Z,13.7,98%,1014.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-16 00:00:00,16/12/2023,00Z,13.0,,1014.2 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-16 03:00:00,16/12/2023,03Z,18.0,93%,1016.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,12.5,"Clear, mist"
2023-12-16 06:00:00,16/12/2023,06Z,25.0,53%,1014.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-16 09:00:00,16/12/2023,09Z,26.0,47%,1012.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-16 12:00:00,16/12/2023,12Z,20.9,83%,1013.1 Hpa,0º (N),0.0,0/8,-,-,-,-,27.2,-,Clear
2023-12-16 15:00:00,16/12/2023,15Z,18.0,93%,1015.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-16 18:00:00,16/12/2023,18Z,16.5,96%,1015.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-16 21:00:00,16/12/2023,21Z,15.0,93%,1015.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-17 00:00:00,17/12/2023,00Z,14.0,100%,1015.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-17 03:00:00,17/12/2023,03Z,18.2,98%,1016.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,13.4,"Clear, mist"
2023-12-17 06:00:00,17/12/2023,06Z,25.0,53%,1015.0 Hpa,0º (N),0.0,1/8,1/8 SC,-,-,-,-,-,Few clouds
2023-12-17 09:00:00,17/12/2023,09Z,26.5,40%,1013.1 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2023-12-17 12:00:00,17/12/2023,12Z,20.8,74%,1013.2 Hpa,0º (N),0.0,2/8,-,-,CI,-,27.0,-,Few clouds
2023-12-17 18:00:00,17/12/2023,18Z,15.6,100%,1015.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-17 21:00:00,17/12/2023,21Z,14.2,98%,1015.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-18 00:00:00,18/12/2023,00Z,13.0,100%,1015.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-18 03:00:00,18/12/2023,03Z,18.2,98%,1017.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,12.0,"Clear, mist"
2023-12-18 06:00:00,18/12/2023,06Z,25.0,53%,1015.7 Hpa,280º (W),3.6,0/8,-,-,-,-,-,-,Clear
2023-12-18 09:00:00,18/12/2023,09Z,27.0,42%,1013.9 Hpa,320º (NW),3.6,2/8,-,-,CI,-,-,-,Few clouds
2023-12-18 12:00:00,18/12/2023,12Z,22.0,60%,1014.2 Hpa,0º (N),0.0,2/8,-,-,CI,-,27.5,-,Few clouds
2023-12-18 15:00:00,18/12/2023,15Z,17.0,93%,1016.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-18 18:00:00,18/12/2023,18Z,15.6,96%,1016.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-18 21:00:00,18/12/2023,21Z,15.0,93%,1015.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-19 00:00:00,19/12/2023,00Z,14.0,93%,1016.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-19 03:00:00,19/12/2023,03Z,20.0,77%,1018.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,13.2,Clear
2023-12-19 06:00:00,19/12/2023,06Z,15.9,82%,1015.8 Hpa,90º (E),3.6,0/8,-,-,-,-,-,-,Clear
2023-12-19 09:00:00,19/12/2023,09Z,26.5,46%,1013.3 Hpa,320º (NW),3.6,1/8,-,1/8 AC,-,-,-,-,Few clouds
2023-12-19 12:00:00,19/12/2023,12Z,21.8,65%,1014.7 Hpa,0º (N),0.0,2/8,-,-,-,-,27.2,-,Few clouds
2023-12-19 15:00:00,19/12/2023,15Z,17.5,90%,1016.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-19 18:00:00,19/12/2023,18Z,15.5,96%,1016.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-19 21:00:00,19/12/2023,21Z,14.5,96%,1016.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-20 00:00:00,20/12/2023,00Z,13.0,93%,1015.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-20 03:00:00,20/12/2023,03Z,19.0,82%,1017.5 Hpa,360º (N),1.8,5/8,-,-,CI,-,-,12.2,"Cloudy, mist"
2023-12-20 06:00:00,20/12/2023,06Z,24.7,48%,1015.2 Hpa,360º (N),3.6,2/8,-,-,CI,-,-,-,Few clouds
2023-12-20 09:00:00,20/12/2023,09Z,27.2,36%,1012.7 Hpa,0º (N),0.0,1/8,-,-,CI,-,-,-,Few clouds
2023-12-20 12:00:00,20/12/2023,12Z,20.4,75%,1013.5 Hpa,0º (N),0.0,2/8,-,-,CI,-,27.8,-,Few clouds
2023-12-20 15:00:00,20/12/2023,15Z,17.0,93%,1014.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-20 18:00:00,20/12/2023,18Z,15.5,96%,1014.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-20 21:00:00,20/12/2023,21Z,15.1,93%,1013.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-21 00:00:00,21/12/2023,00Z,14.4,97%,1013.7 Hpa,0º (N),0.0,1/8,-,1/8 AC,-,-,-,-,"Few clouds, fog"
2023-12-21 03:00:00,21/12/2023,03Z,19.5,85%,1014.1 Hpa,0º (N),0.0,2/8,-,-,CI,-,-,12.5,"Few clouds, mist"
2023-12-21 06:00:00,21/12/2023,06Z,27.0,51%,1014.1 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, mist"
2023-12-21 09:00:00,21/12/2023,09Z,27.0,44%,1012.1 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2023-12-21 12:00:00,21/12/2023,12Z,22.5,85%,1012.8 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,28.2,-,Scattered clouds
2023-12-21 15:00:00,21/12/2023,15Z,18.3,92%,1014.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-21 18:00:00,21/12/2023,18Z,17.4,85%,1014.5 Hpa,80º (E),1.8,0/8,-,-,-,-,-,-,Clear
2023-12-21 21:00:00,21/12/2023,21Z,16.6,96%,1013.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-22 00:00:00,22/12/2023,00Z,19.5,91%,1016.6 Hpa,calm.,,3/8,3/8 SC,-,-,-,-,15.2,"Scattered clouds, mist"
2023-12-22 03:00:00,22/12/2023,03Z,19.5,91%,1016.6 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,15.2,"Scattered clouds, mist"
2023-12-22 06:00:00,22/12/2023,06Z,26.0,54%,1015.2 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2023-12-22 09:00:00,22/12/2023,09Z,25.9,54%,1012.7 Hpa,0º (N),0.0,5/8,3/8 SC,-,CI,-,-,-,Cloudy
2023-12-22 12:00:00,22/12/2023,12Z,22.3,76%,1012.6 Hpa,0º (N),0.0,2/8,-,-,CI,-,27.8,-,Few clouds
2023-12-22 15:00:00,22/12/2023,15Z,18.8,95%,1015.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-22 18:00:00,22/12/2023,18Z,16.4,91%,1016.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-22 21:00:00,22/12/2023,21Z,15.8,95%,1015.8 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, mist"
2023-12-23 00:00:00,23/12/2023,00Z,16.6,96%,1016.4 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,-,-,-,"Overcast, mist"
2023-12-23 03:00:00,23/12/2023,03Z,19.4,86%,1019.2 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,15.4,"Scattered clouds, mist"
2023-12-23 06:00:00,23/12/2023,06Z,25.4,56%,1017.9 Hpa,0º (N),0.0,5/8,2/8 SC,AS,-,-,-,-,Cloudy
2023-12-23 09:00:00,23/12/2023,09Z,26.6,55%,1015.4 Hpa,0º (N),0.0,6/8,2/8 SC,AC,-,-,-,-,Cloudy
2023-12-23 12:00:00,23/12/2023,12Z,22.4,76%,1015.8 Hpa,0º (N),0.0,7/8,2/8 SC,AS,-,-,27.1,-,Cloudy
2023-12-23 15:00:00,23/12/2023,15Z,20.9,88%,1017.3 Hpa,0º (N),0.0,2/8,-,2/8 AC,-,-,-,-,Few clouds
2023-12-23 18:00:00,23/12/2023,18Z,18.5,96%,1016.8 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,"Scattered clouds, mist"
2023-12-23 21:00:00,23/12/2023,21Z,17.8,95%,1016.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-24 00:00:00,24/12/2023,00Z,16.2,98%,1017.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-24 03:00:00,24/12/2023,03Z,19.5,96%,1020.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,15.5,"Clear, mist"
2023-12-24 09:00:00,24/12/2023,09Z,27.5,43%,1015.8 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2023-12-24 12:00:00,24/12/2023,12Z,22.5,75%,1016.0 Hpa,0º (N),0.0,0/8,-,-,-,-,27.8,-,Clear
2023-12-24 15:00:00,24/12/2023,15Z,19.0,93%,1017.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-24 18:00:00,24/12/2023,18Z,18.0,93%,1047.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-24 21:00:00,24/12/2023,21Z,16.9,94%,1017.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-25 00:00:00,25/12/2023,00Z,16.2,92%,1017.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-25 03:00:00,25/12/2023,03Z,19.4,91%,1018.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,15.4,"Clear, mist"
2023-12-25 06:00:00,25/12/2023,06Z,25.5,59%,1016.6 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2023-12-25 09:00:00,25/12/2023,09Z,27.0,51%,1014.8 Hpa,0º (N),0.0,3/8,-,-,-,-,-,-,Scattered clouds
2023-12-25 12:00:00,25/12/2023,12Z,22.2,82%,1015.1 Hpa,0º (N),0.0,0/8,-,-,-,-,27.7,-,Clear
2023-12-25 15:00:00,25/12/2023,15Z,19.0,93%,1016.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-25 18:00:00,25/12/2023,18Z,18.5,96%,1016.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-25 21:00:00,25/12/2023,21Z,17.5,96%,1016.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-26 00:00:00,26/12/2023,00Z,16.0,100%,1016.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-26 03:00:00,26/12/2023,03Z,19.0,93%,1018.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,15.4,"Clear, mist"
2023-12-26 06:00:00,26/12/2023,06Z,25.4,63%,1017.2 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,"Few clouds, mist"
2023-12-26 09:00:00,26/12/2023,09Z,25.7,62%,1014.8 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2023-12-26 12:00:00,26/12/2023,12Z,21.6,90%,1015.4 Hpa,0º (N),0.0,1/8,1/8 SC,-,-,-,27.8,-,Few clouds
2023-12-26 15:00:00,26/12/2023,15Z,19.8,95%,1017.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-26 18:00:00,26/12/2023,18Z,17.8,95%,1017.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-26 21:00:00,26/12/2023,21Z,16.6,100%,1016.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-27 00:00:00,27/12/2023,00Z,20.9,83%,1014.7 Hpa,calm.,,0/8,-,-,-,-,26.3,-,"Clear, haze"
2023-12-27 03:00:00,27/12/2023,03Z,20.0,93%,1019.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,15.5,"Clear, mist"
2023-12-27 06:00:00,27/12/2023,06Z,26.5,59%,1018.0 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2023-12-27 09:00:00,27/12/2023,09Z,27.0,47%,1015.0 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2023-12-27 12:00:00,27/12/2023,12Z,22.5,85%,1015.2 Hpa,0º (N),0.0,0/8,-,-,-,-,28.2,-,Clear
2023-12-27 15:00:00,27/12/2023,15Z,19.4,91%,1016.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2023-12-27 18:00:00,27/12/2023,18Z,17.8,95%,1016.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-27 21:00:00,27/12/2023,21Z,17.3,92%,1015.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2023-12-28 00:00:00,28/12/2023,00Z,15.6,96%,1016.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2023-12-28 03:00:00,28/12/2023,03Z,18.5,96%,1018.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,14.7,"Clear, mist"
